titre,entreprise,logo,date_publiee,description,lien,categorie,type_contrat,date_detectee
Stage - IA pour la Gestion des Connaissances & l'Aide à la Décision H/FCMA CGM,Non précisé,https://f.hellowork.com/img/entreprises/194426.png,il y a 4 jours,Suivi de candidature | Stage - IA pour la Gestion des Connaissances & l'Aide à la Décision H/F | CMA CGM | Marseille - 13 | Stage | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/83447564.html,IA,Stage,2026-09-18 09:41
Stage - Ingénieur Intelligence Artificielle - IA Générative Agents IA Llm & Rag - Business Line Solutions & Expertises - Toulouse H/FSopra Steria,Non précisé,https://f.hellowork.com/img/entreprises/202495.png,il y a 19 jours,Suivi de candidature | Stage - Ingénieur Intelligence Artificielle - IA Générative Agents IA Llm & Rag - Business Line Solutions & Expertises - Toulouse H/F | Sopra Steria | Colomiers - 31 | Stage | Voir l’offre | il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/82891013.html,IA,Stage,2026-09-18 09:41
Stage - Bac+4 - +5 - Évaluation de l'Utilisation d'Agents IA dans un Environnement Hpc H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+4 - +5 - Évaluation de l'Utilisation d'Agents IA dans un Environnement Hpc H/F | CEA | Bruyères-le-Châtel - 91 | Stage | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375232.html,IA,Stage,2026-09-18 09:41
Stage - Bac+5 - Pistage de Débris Spatiaux Aidé par l'IA H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+5 - Pistage de Débris Spatiaux Aidé par l'IA H/F | CEA | Nouvelle-Aquitaine | Stage | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375214.html,IA,Stage,2026-09-18 09:41
Stage - Bac+4 - +5 - Méthode de Maillage Adaptatif pour un Algorithme de Transport Monte Carlo H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+4 - +5 - Méthode de Maillage Adaptatif pour un Algorithme de Transport Monte Carlo H/F | CEA | Bruyères-le-Châtel - 91 | Stage | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375152.html,IA,Stage,2026-09-18 09:41
Chef.Fe de Projet IA & Innovation - Stage Janvier 2027 H/FGroupe Etam,Non précisé,https://f.hellowork.com/img/entreprises/196971.png,il y a 10 jours,Chef.Fe de Projet IA & Innovation - Stage Janvier 2027 H/F | Groupe Etam | Hauts-de-Seine - 92 | Stage | Voir l’offre | il y a 10 jours,https://www.hellowork.com/fr-fr/emplois/83241543.html,IA,Stage,2026-09-18 09:41
Stagiaire Chef de Projet en Transformation IA - Stage de Fin d'Études H/FConverteo,Non précisé,https://f.hellowork.com/img/entreprises/189285.png,il y a 13 jours,Suivi de candidature | Stagiaire Chef de Projet en Transformation IA - Stage de Fin d'Études H/F | Converteo | Paris 12e - 75 | Stage | Télétravail partiel | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83094614.html,IA,Stage,2026-09-18 09:41
Stage - Développement en IA Appliquée au Powertrain H/FBertrandt technology,Non précisé,https://f.hellowork.com/img/entreprises/207893.png,il y a 18 jours,Suivi de candidature | Stage - Développement en IA Appliquée au Powertrain H/F | Bertrandt technology | Vélizy-Villacoublay - 78 | Stage | 6 mois | Voir l’offre | il y a 18 jours,https://www.hellowork.com/fr-fr/emplois/82959071.html,IA,Stage,2026-09-18 09:41
Mesure de Consommation et Génération de Données pour l'IA pour Systèmes Embarqués Telecom H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 19 jours,Mesure de Consommation et Génération de Données pour l'IA pour Systèmes Embarqués Telecom H/F | CEA | Grenoble - 38 | Stage | 5 mois | Voir l’offre | il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/82898768.html,IA,Stage,2026-09-18 09:41
Stage Bac+5 - IA Appliquée CRM Intelligent & Automatisation Avancée H/FLa Tribu IT,Non précisé,https://f.hellowork.com/img/entreprises/210691.png,il y a 19 jours,Suivi de candidature | Stage Bac+5 - IA Appliquée CRM Intelligent & Automatisation Avancée H/F | La Tribu IT | Seine-et-Marne - 77 | Stage | 700 - 1 000 € / mois | Télétravail occasionnel | + 1 | Voir l’offre | il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/82890302.html,IA,Stage,2026-09-18 09:41
Stage Contrôle de Gestion Division Power - Développement de Solutions IA H/FValeo,Non précisé,https://f.hellowork.com/img/entreprises/203550.png,il y a 24 jours,Stage Contrôle de Gestion Division Power - Développement de Solutions IA H/F | Valeo | Cergy - 95 | Stage | 6 mois | Voir l’offre | il y a 24 jours,https://www.hellowork.com/fr-fr/emplois/64187142.html,IA,Stage,2026-09-18 09:41
Chargé IA & Processus - Stage H/FPiriou,Non précisé,https://f.hellowork.com/img/entreprises/200760.png,il y a 25 jours,"Suivi de candidature | Chargé IA & Processus - Stage H/F | Piriou | Concarneau - 29 | Stage | 4,50 € / heure | 6 mois | Voir l’offre | il y a 25 jours",https://www.hellowork.com/fr-fr/emplois/81732452.html,IA,Stage,2026-09-18 09:41
Stage - IA Embarquée pour la Surveillance du Spectre Rf H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 26 jours,Stage - IA Embarquée pour la Surveillance du Spectre Rf H/F | CEA | Grenoble - 38 | Stage | 5 mois | Voir l’offre | il y a 26 jours,https://www.hellowork.com/fr-fr/emplois/82659521.html,IA,Stage,2026-09-18 09:41
Stage - Consultant Junior IA H/FCKS Consulting,Non précisé,https://f.hellowork.com/img/entreprises/194328.png,il y a 11 jours,Suivi de candidature | Stage - Consultant Junior IA H/F | CKS Consulting | Paris 2e - 75 | Stage | 6 mois | Voir l’offre | il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/83206387.html,IA,Stage,2026-09-18 09:41
Stagiaire - Stage -Group IT Business Analysis H/FCMA CGM,Non précisé,https://f.hellowork.com/img/entreprises/194426.png,il y a 11 jours,Suivi de candidature | Stagiaire - Stage -Group IT Business Analysis H/F | CMA CGM | Marseille - 13 | Stage | Voir l’offre | il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/83200081.html,IA,Stage,2026-09-18 09:41
Stage Pfe - Dév Agents IA et de Workflows Intelligents Process Interne H/FECM,Non précisé,https://f.hellowork.com/img/entreprises/195343.png,il y a 14 jours,Suivi de candidature | Stage Pfe - Dév Agents IA et de Workflows Intelligents Process Interne H/F | ECM | Paris 17e - 75 | Stage | Voir l’offre | il y a 14 jours,https://www.hellowork.com/fr-fr/emplois/82041456.html,IA,Stage,2026-09-18 09:41
Stage - Développement IA et Data Analyse H/FSanofi,Non précisé,,il y a 2 jours,Stage - Développement IA et Data Analyse H/F | Sanofi | Gentilly - 94 | Stage | 6 mois | Voir l’offre | il y a 2 jours,https://www.hellowork.com/fr-fr/emplois/82489029.html,IA,Stage,2026-09-18 09:41
Business Analyst en Intelligence Artificielle H/FCrédit Agricole CIB,Non précisé,https://f.hellowork.com/img/entreprises/189318.png,il y a 1 jour,Business Analyst en Intelligence Artificielle H/F | Crédit Agricole CIB | Montrouge - 92 | Stage | 6 mois | Voir l’offre | il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/83454380.html,IA,Stage,2026-09-18 09:41
Stage 2027 - Stage en Intelligence Artificielle H/FAirbus Defense and Space,Non précisé,https://f.hellowork.com/img/entreprises/188689.png,il y a 1 jour,Stage 2027 - Stage en Intelligence Artificielle H/F | Airbus Defense and Space | Blagnac - 31 | Stage | Voir l’offre | il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/83457003.html,IA,Stage,2026-09-18 09:41
Alternant Machine Learning Engineer - Bac+¾ - Paris H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 4 jours,Alternant Machine Learning Engineer - Bac+¾ - Paris H/F | NEXA Digital School | Île-de-France | Alternance | 800 - 1 500 € / mois | 24 mois | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/81401230.html,IA,Alternance,2026-09-18 09:41
Alternant Machine Learning Engineer - Bac+¾ - Lyon H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 4 jours,Alternant Machine Learning Engineer - Bac+¾ - Lyon H/F | NEXA Digital School | Lyon - 69 | Alternance | 800 - 1 500 € / mois | 24 mois | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/81401207.html,IA,Alternance,2026-09-18 09:41
Alternance - Ingénieur Jumeaux Numérique & Machine Learning H/FCetim,Non précisé,https://f.hellowork.com/img/entreprises/194139.png,il y a 11 jours,"Alternance - Ingénieur Jumeaux Numérique & Machine Learning H/F | Cetim | Saint-Étienne - 42 | Alternance | 492,22 - 1 823,03 € / mois | 3 ans | Voir l’offre | il y a 11 jours",https://www.hellowork.com/fr-fr/emplois/76659700.html,IA,Alternance,2026-09-18 09:41
Alternance Chef de Projet Développement Machine Learning - Plaisir H/FISCOD,Non précisé,https://f.hellowork.com/img/entreprises/198022.png,il y a 19 jours,"Alternance Chef de Projet Développement Machine Learning - Plaisir H/F | ISCOD | Plaisir - 78 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 19 jours",https://www.hellowork.com/fr-fr/emplois/77572136.html,IA,Alternance,2026-09-18 09:41
Ingénieur en IA Alternance - Secteur Défense H/Faivancity,Non précisé,https://f.hellowork.com/img/entreprises/206080.png,il y a 16 jours,"Suivi de candidature | Ingénieur en IA Alternance - Secteur Défense H/F | aivancity | Villejuif - 94 | Alternance | 1 405,40 - 1 801,80 € / mois | 12 mois | Voir l’offre | il y a 16 jours",https://www.hellowork.com/fr-fr/emplois/83032484.html,IA,Alternance,2026-09-18 09:41
Ingénieur en IA Alternance - Secteur Réseaux H/Faivancity,Non précisé,https://f.hellowork.com/img/entreprises/206080.png,il y a 16 jours,"Suivi de candidature | Ingénieur en IA Alternance - Secteur Réseaux H/F | aivancity | Villejuif - 94 | Alternance | 1 405,40 - 1 823,03 € / mois | 12 mois | Voir l’offre | il y a 16 jours",https://www.hellowork.com/fr-fr/emplois/83032470.html,IA,Alternance,2026-09-18 09:41
Ingénieur en IA Alternance - Secteur Aéronautique H/Faivancity,Non précisé,https://f.hellowork.com/img/entreprises/206080.png,il y a 16 jours,"Suivi de candidature | Ingénieur en IA Alternance - Secteur Aéronautique H/F | aivancity | Villejuif - 94 | Alternance | 1 405,40 - 3 333 € / mois | 12 mois | Voir l’offre | il y a 16 jours",https://www.hellowork.com/fr-fr/emplois/83032343.html,IA,Alternance,2026-09-18 09:41
Apprenti Bac+5 Ingénieur - Data Scientist H/FSamsic Groupe,Non précisé,https://f.hellowork.com/img/entreprises/201666.png,il y a 13 heures,"Apprenti Bac+5 Ingénieur - Data Scientist H/F | Samsic Groupe | Tremblay-en-France - 93 | Alternance | 492,22 - 1 823,03 € / mois | 14 mois | Voir l’offre | il y a 13 heures",https://www.hellowork.com/fr-fr/emplois/83495722.html,IA,Alternance,2026-09-18 09:41
Data Analyst en Alternance H/FFiducial,Non précisé,https://f.hellowork.com/img/entreprises/196245.png,il y a 3 jours,"Résultats proches | Les offres ci-dessous sont basées sur les mots-clés de votre recherche | Suivi de candidature | Data Analyst en Alternance H/F | Fiducial | Lyon - 69 | Alternance | 492,22 - 1 823,03 € / mois | 24 mois | Voir l’offre | il y a 3 jours",https://www.hellowork.com/fr-fr/emplois/82434613.html,IA,Alternance,2026-09-18 09:41
Chef de Projets Applications Périphériques - Alternance H/F1001 Vies Habitat,Non précisé,https://f.hellowork.com/img/entreprises/191659.png,il y a 28 jours,"Suivi de candidature | Chef de Projets Applications Périphériques - Alternance H/F | 1001 Vies Habitat | Paris - 75 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 28 jours",https://www.hellowork.com/fr-fr/emplois/78311654.html,IA,Alternance,2026-09-18 09:41
Ingénieur Data & IA - Formation Bac+4 en Alternance H/FEPSI Toulouse,Non précisé,https://f.hellowork.com/img/entreprises/195749.png,il y a 26 jours,Suivi de candidature | Ingénieur Data & IA - Formation Bac+4 en Alternance H/F | EPSI Toulouse | Toulouse - 31 | Alternance | 2 ans | Voir l’offre | il y a 26 jours,https://www.hellowork.com/fr-fr/emplois/80613229.html,IA,Alternance,2026-09-18 09:41
Data Analyst - IA H/FDocaposte,Non précisé,https://f.hellowork.com/img/entreprises/195184.png,il y a 12 jours,Suivi de candidature | Data Analyst - IA H/F | Docaposte | Ivry-sur-Seine - 94 | Alternance | Voir l’offre | il y a 12 jours,https://www.hellowork.com/fr-fr/emplois/83145709.html,IA,Alternance,2026-09-18 09:41
Alternant·e Ingénieur·e de Données IT - OT Industriel H/FEPSI Grenoble,Non précisé,https://f.hellowork.com/img/entreprises/195742.png,il y a 18 jours,Suivi de candidature | Alternant·e Ingénieur·e de Données IT - OT Industriel H/F | EPSI Grenoble | Le Pont-de-Claix - 38 | Alternance | 1 an | Voir l’offre | il y a 18 jours,https://www.hellowork.com/fr-fr/emplois/82941384.html,IA,Alternance,2026-09-18 09:41
Data Scientist - Santé Numérique Alternance H/Faivancity,Non précisé,https://f.hellowork.com/img/entreprises/206080.png,il y a 16 jours,Suivi de candidature | Data Scientist - Santé Numérique Alternance H/F | aivancity | Nice - 06 | Alternance | 2 958 € / mois | Télétravail occasionnel | + 1 | Voir l’offre | il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/83032366.html,IA,Alternance,2026-09-18 09:41
Alternance en Développement Web H/FMyDigitalSchool Montpellier,Non précisé,https://f.hellowork.com/img/entreprises/207112.png,il y a 14 jours,Suivi de candidature | Alternance en Développement Web H/F | MyDigitalSchool Montpellier | Montpellier - 34 | Alternance | 793 - 1 823 € / mois | 12 mois | Voir l’offre | il y a 14 jours,https://www.hellowork.com/fr-fr/emplois/78812130.html,IA,Alternance,2026-09-18 09:41
Data Analyst en Alternance H/FFUTURAE EDUCATION,Non précisé,https://f.hellowork.com/img/entreprises/213447.png,il y a 13 jours,Suivi de candidature | Data Analyst en Alternance H/F | FUTURAE EDUCATION | Paris - 75 | Alternance | 2 ans | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83120323.html,IA,Alternance,2026-09-18 09:41
Alternance - Assistant Chef de Projet H/FStudi CFA,Non précisé,https://f.hellowork.com/img/entreprises/202763.png,il y a 13 jours,"Suivi de candidature | Alternance - Assistant Chef de Projet H/F | Studi CFA | Paris 2e - 75 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 13 jours",https://www.hellowork.com/fr-fr/emplois/75408977.html,IA,Alternance,2026-09-18 09:41
Alternant - Data Science et Plan d'Experiences Modélisation des Procédés de Valorisation du Co2 H/FVeolia Environnement,Non précisé,https://f.hellowork.com/img/entreprises/203631.png,il y a 23 jours,"Suivi de candidature | Alternant - Data Science et Plan d'Experiences Modélisation des Procédés de Valorisation du Co2 H/F | Veolia Environnement | Aubervilliers - 93 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 23 jours",https://www.hellowork.com/fr-fr/emplois/79509178.html,IA,Alternance,2026-09-18 09:41
Stage Bac+5 Machine Learning Sop Batteries H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage Bac+5 Machine Learning Sop Batteries H/F | CEA | Grenoble - 38 | Stage | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83385975.html,IA,Stage,2026-09-18 09:41
Stage Machine Learning H/FLa Javaness,Non précisé,,il y a 7 jours,Stage Machine Learning H/F | La Javaness | Paris - 75 | Stage | Télétravail partiel | Voir l’offre | il y a 7 jours,https://www.hellowork.com/fr-fr/emplois/68998914.html,IA,Stage,2026-09-18 09:41
Internship - Machine Learning Research H/Fapple,Non précisé,https://f.hellowork.com/img/entreprises/188795.png,il y a 4 jours,Internship - Machine Learning Research H/F | apple | Paris - 75 | Stage | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/83448932.html,IA,Stage,2026-09-18 09:41
Stage - Ingénieur·e Recherche - Machine Learning H/FDassault Systèmes,Non précisé,,il y a 13 jours,Stage - Ingénieur·e Recherche - Machine Learning H/F | Dassault Systèmes | Valbonne - 06 | Stage | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83089134.html,IA,Stage,2026-09-18 09:41
Stage - Ingénieur Recherche Physics Machine Learning H/FDassault Systèmes,Non précisé,,il y a 13 jours,Stage - Ingénieur Recherche Physics Machine Learning H/F | Dassault Systèmes | Vélizy-Villacoublay - 78 | Stage | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83089236.html,IA,Stage,2026-09-18 09:41
Stage Ingénieur Connaissance et Données Machine Learning et Classification H/FDassault Systèmes,Non précisé,,il y a 13 jours,Stage Ingénieur Connaissance et Données Machine Learning et Classification H/F | Dassault Systèmes | Vélizy-Villacoublay - 78 | Stage | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83089123.html,IA,Stage,2026-09-18 09:41
Stage - Ingénieur Deep Learning - Machines Éléctriques H/FDassault Systèmes,Non précisé,,il y a 13 jours,Stage - Ingénieur Deep Learning - Machines Éléctriques H/F | Dassault Systèmes | Villeneuve-d'Ascq - 59 | Stage | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83089133.html,IA,Stage,2026-09-18 09:41
Stage - Bac+5 - Modèles Réduits de Métasurfaces par Pinn H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Résultats proches | Les offres ci-dessous sont basées sur les mots-clés de votre recherche | Stage - Bac+5 - Modèles Réduits de Métasurfaces par Pinn H/F | CEA | Nouvelle-Aquitaine | Stage | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375070.html,IA,Stage,2026-09-18 09:41
Stage - Bac+4 - +5 - Evolution du Logiciel de Contrôle-Commande d'Un Accélérateur de Particules H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+4 - +5 - Evolution du Logiciel de Contrôle-Commande d'Un Accélérateur de Particules H/F | CEA | Bruyères-le-Châtel - 91 | Stage | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375184.html,IA,Stage,2026-09-18 09:41
Stage - Bac+4 - +5 - Elaboration d'Un Réseau de Neurones pour la Physique des Plasmas H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+4 - +5 - Elaboration d'Un Réseau de Neurones pour la Physique des Plasmas H/F | CEA | Bouches-du-Rhône - 13 | Stage | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375145.html,IA,Stage,2026-09-18 09:41
Stage - Développement et Validation d'Une Méthodologie d'Analyse Métallographique par IA H/FSafran,Non précisé,https://f.hellowork.com/img/entreprises/215443.png,il y a 9 jours,Suivi de candidature | Stage - Développement et Validation d'Une Méthodologie d'Analyse Métallographique par IA H/F | Safran | Bordes - 64 | Stage | 6 mois | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83290120.html,IA,Stage,2026-09-18 09:41
Stage - Ingénieur Conception Coeur du Réacteur et Études de Sûreté Neutroniques H/FFramatome,Non précisé,https://f.hellowork.com/img/entreprises/196426.png,il y a 10 jours,Stage - Ingénieur Conception Coeur du Réacteur et Études de Sûreté Neutroniques H/F | Framatome | Lyon - 69 | Stage | Voir l’offre | il y a 10 jours,https://www.hellowork.com/fr-fr/emplois/83234534.html,IA,Stage,2026-09-18 09:41
Stage - Méthodologie d'Analyse des Incertitudes dans les Simulations des Combustibles Nucléaires H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 4 jours,Stage - Méthodologie d'Analyse des Incertitudes dans les Simulations des Combustibles Nucléaires H/F | CEA | Bouches-du-Rhône - 13 | Stage | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/83436174.html,IA,Stage,2026-09-18 09:41
Ingénieure - Ingénieur Acoustique Aéro - Stage H/FCapgemini,Non précisé,https://f.hellowork.com/img/entreprises/193881.png,il y a 3 jours,Ingénieure - Ingénieur Acoustique Aéro - Stage H/F | Capgemini | Blagnac - 31 | Stage | 6 mois | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83479629.html,IA,Stage,2026-09-18 09:41
Stage Ingénieur Informatique - Audio H/FCrosscall,Non précisé,https://f.hellowork.com/img/entreprises/194783.png,il y a 13 jours,Suivi de candidature | Stage Ingénieur Informatique - Audio H/F | Crosscall | Aix-en-Provence - 13 | Stage | 6 mois | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83100251.html,IA,Stage,2026-09-18 09:41
Stage Ingénieur - Mise en Place d'Outils Informatiques Adaptés au Service Métier H/FSafran,Non précisé,https://f.hellowork.com/img/entreprises/215443.png,il y a 13 jours,Suivi de candidature | Stage Ingénieur - Mise en Place d'Outils Informatiques Adaptés au Service Métier H/F | Safran | Gonfreville-l'Orcher - 76 | Stage | 6 mois | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83119481.html,IA,Stage,2026-09-18 09:41
Ingénieure - Ingénieur Calcul Mécanique Stage H/FCapgemini,Non précisé,https://f.hellowork.com/img/entreprises/193881.png,il y a 9 jours,Ingénieure - Ingénieur Calcul Mécanique Stage H/F | Capgemini | Bouches-du-Rhône - 13 | Stage | 6 mois | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83292747.html,IA,Stage,2026-09-18 09:41
Stage - Design Authority IA H/FCrédit Agricole Assurances,Non précisé,https://f.hellowork.com/img/entreprises/194717.png,il y a 7 jours,Stage - Design Authority IA H/F | Crédit Agricole Assurances | Paris - 75 | Stage | 1 100 - 1 900 € / mois | Télétravail partiel | Voir l’offre | il y a 7 jours,https://www.hellowork.com/fr-fr/emplois/76757709.html,IA,Stage,2026-09-18 09:41
Stage Ingénieur Simulations Cfd Aéro Acoustique H/FGroupe Atlantic,Non précisé,https://f.hellowork.com/img/entreprises/196883.png,il y a 5 jours,Suivi de candidature | Stage Ingénieur Simulations Cfd Aéro Acoustique H/F | Groupe Atlantic | Meyzieu - 69 | Stage | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83392706.html,IA,Stage,2026-09-18 09:41
Stage Développeur Data & IA H/FVINCI Energies France Tertiaire Nord Est,Non précisé,https://f.hellowork.com/img/entreprises/203749.png,il y a 2 heures,Suivi de candidature | Stage Développeur Data & IA H/F | VINCI Energies France Tertiaire Nord Est | Paris - 75 | Stage | Voir l’offre | il y a 2 heures,https://www.hellowork.com/fr-fr/emplois/81541919.html,IA,Stage,2026-09-18 09:41
Stage - Stage Fin d'Études - Ingénieur Innovation en Traitement Automatiques des Langues H/FAstek,Non précisé,https://f.hellowork.com/img/entreprises/192878.png,Non précisée,Stage - Stage Fin d'Études - Ingénieur Innovation en Traitement Automatiques des Langues H/F | Astek | Paris 1er - 75 | Stage | 35 000 € / an | Télétravail partiel | Voir l’offre | plus de 1 mois,https://www.hellowork.com/fr-fr/emplois/79296148.html,IA,Stage,2026-09-18 09:41
Stage - Stage Fin d'Études - Ingénieur Innovation en Informatique Sciences des Données H/FAstek,Non précisé,https://f.hellowork.com/img/entreprises/192878.png,il y a 19 jours,Stage - Stage Fin d'Études - Ingénieur Innovation en Informatique Sciences des Données H/F | Astek | Paris 1er - 75 | Stage | 35 000 € / an | Télétravail partiel | Voir l’offre | il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/79707552.html,IA,Stage,2026-09-18 09:41
Stage. Estimation Conjointe de l'Objet et de Paramètres Inconnus en Tomographie H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 20 jours,Stage. Estimation Conjointe de l'Objet et de Paramètres Inconnus en Tomographie H/F | CEA | Marseille - 13 | Stage | Voir l’offre | il y a 20 jours,https://www.hellowork.com/fr-fr/emplois/82797907.html,IA,Stage,2026-09-18 09:41
Stage - Bac+5 - Evaluer les Propriétés Radiatives d'Un Plasma avec un Réseau de Neurones H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 3 jours,Stage - Bac+5 - Evaluer les Propriétés Radiatives d'Un Plasma avec un Réseau de Neurones H/F | CEA | Bruyères-le-Châtel - 91 | Stage | 6 mois | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83375248.html,IA,Stage,2026-09-18 09:41
Stage - Bac+4 - +5 - Exploration du Mélange H-He dans les Planètes Géantes H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 3 jours,Stage - Bac+4 - +5 - Exploration du Mélange H-He dans les Planètes Géantes H/F | CEA | Bruyères-le-Châtel - 91 | Stage | 6 mois | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83375219.html,IA,Stage,2026-09-18 09:41
Alternance Master Cybersécurité H/FEPSI Bordeaux,Non précisé,https://f.hellowork.com/img/entreprises/195741.png,il y a 3 jours,Suivi de candidature | Alternance Master Cybersécurité H/F | EPSI Bordeaux | Brive-la-Gaillarde - Bordeaux | Alternance | Télétravail occasionnel | 2 ans | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83488705.html,Cybersécurité,Alternance,2026-09-18 09:41
Alternance Cybersécurité H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 18 jours,"Alternance Cybersécurité H/F | NEXA Digital School | Paris - 75 | Alternance | 1 823,03 € / mois | 2 ans | Voir l’offre | il y a 18 jours",https://www.hellowork.com/fr-fr/emplois/75238250.html,Cybersécurité,Alternance,2026-09-18 09:41
Assistant Cybersécurité - Alternance H/FMyDigitalSchool Saint Quentin en Yvelines,Non précisé,https://f.hellowork.com/img/entreprises/207115.png,il y a 5 jours,"Suivi de candidature | Assistant Cybersécurité - Alternance H/F | MyDigitalSchool Saint Quentin en Yvelines | Montigny-le-Bretonneux - 78 | Alternance | 22 404,20 € / an | 1 an | Voir l’offre | il y a 5 jours",https://www.hellowork.com/fr-fr/emplois/80199499.html,Cybersécurité,Alternance,2026-09-18 09:41
Alternance - Administrateur Infrastructures Réseaux et Cybersécurité H/FStudi CFA,Non précisé,https://f.hellowork.com/img/entreprises/202763.png,il y a 3 jours,"Suivi de candidature | Alternance - Administrateur Infrastructures Réseaux et Cybersécurité H/F | Studi CFA | Arras - 62 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 3 jours",https://www.hellowork.com/fr-fr/emplois/80366725.html,Cybersécurité,Alternance,2026-09-18 09:41
Technicien Support IT & Cybersécurité - Alternance H/FREDSUP,Non précisé,https://f.hellowork.com/img/entreprises/201284.png,il y a 6 jours,"Suivi de candidature | Technicien Support IT & Cybersécurité - Alternance H/F | REDSUP | Clichy - 92 | Alternance | 22 404,20 € / an | 1 an | Voir l’offre | il y a 6 jours",https://www.hellowork.com/fr-fr/emplois/81314368.html,Cybersécurité,Alternance,2026-09-18 09:41
Alternant Réseaux & Cybersécurité H/F,Non précisé,,il y a 18 jours,Suivi de candidature | Alternant Réseaux & Cybersécurité H/F | Cette entreprise souhaite rester anonyme | Colombes - 92 | Alternance | 1 an | Voir l’offre | il y a 18 jours,https://www.hellowork.com/fr-fr/emplois/82949869.html,Cybersécurité,Alternance,2026-09-18 09:41
